Name,Ticker,Country,Amount
Ambarella Inc,AMBA,Taiwan,0.03%
Bill.com Holdings Inc Ordinary Shares,BILL,United States,0.03%
Allstate Corp,ALL,United States,0.03%
Itau Unibanco Holding SA Participating Preferred,ITUB4,Brazil,0.03%
PJSC Lukoil,LKOH,Russia,0.03%
BP PLC,BP.,United Kingdom,0.03%
Alibaba Pictures Group Ltd,01060,Hong Kong,0.03%
Bank Of Hangzhou Co Ltd A,600926,China,0.03%
MSCI Inc,MSCI,United States,0.03%
AMETEK Inc,AME,United States,0.03%
Yum China Holdings Inc Ordinary Shares,YUMC,China,0.03%
Zhejiang Sanhua Intelligent Controls Co Ltd,002050,China,0.03%
KB Financial Group Inc,105560,South Korea,0.03%
Shenzhen Capchem Technology Co Ltd,300037,China,0.03%
Sasol Ltd,SOL,South Africa,0.03%
Hyundai Mobis Co Ltd,012330,South Korea,0.03%
Fastly Inc,FSLY,United States,0.03%
Teladoc Health Inc,TDOC,United States,0.03%
Sumitomo Mitsui Financial Group Inc,8316,Japan,0.03%
Chugai Pharmaceutical Co Ltd,4519,Japan,0.03%
AVIC Jonhon Optronic Technology Co Ltd,002179,China,0.02%
Asymchem Laboratories Tianjin Co Ltd,002821,China,0.02%
American States Water Co,AWR,United States,0.02%
Sarepta Therapeutics Inc,SRPT,United States,0.02%
Hualan Biological Engineering Inc,002007,China,0.02%
Verisk Analytics Inc,VRSK,United States,0.02%
AAR Corp,AIR,United States,0.02%
HCA Healthcare Inc,HCA,United States,0.02%
Tianjin Zhonghuan Semiconductor Co Ltd,002129,China,0.02%
General Dynamics Corp,GD,United States,0.02%
Mondelez International Inc Class A,MDLZ,United States,0.02%
Align Technology Inc,ALGN,United States,0.02%
Cummins Inc,CMI,United States,0.02%
Vodafone Group PLC,VOD,United Kingdom,0.02%
SMC Corp,6273,Japan,0.02%
Beam Global,BEEM,United States,0.02%
China Merchants Shekou Industrial Zone Holdings Co Ltd,001979,China,0.02%
ZoomInfo Technologies Inc Ordinary Shares - Class A,ZI,United States,0.02%
Trend Micro Inc,4704,Japan,0.02%
Shandong Gold Mining Co Ltd,600547,China,0.02%
Great Wall Motor Co Ltd A,601633,China,0.02%
L'Oreal SA,OR,France,0.02%
2U Inc,TWOU,United States,0.02%
Daqin Railway Co Ltd,601006,China,0.02%
Mitek Systems Inc,MITK,United States,0.02%
Zurich Insurance Group AG,ZURN,Switzerland,0.02%
Volkswagen AG Participating Preferred,VOW3,Germany,0.02%
Orient Securities Co Ltd,600958,China,0.02%
China Shipbuilding Industry Corp,601989,China,0.02%
Analog Devices Inc,ADI,United States,0.02%
PetroChina Co Ltd,601857,China,0.02%
Royal Dutch Shell PLC B,RDSB,United Kingdom,0.02%
Capital One Financial Corp,COF,United States,0.02%
IHS Markit Ltd,INFO,United States,0.02%
Deutsche Boerse AG,DB1,Germany,0.02%
Hewlett Packard Enterprise Co,HPE,United States,0.02%
Badger Meter Inc,BMI,United States,0.02%
GRAVITY Co Ltd ADR,GRVY,South Korea,0.02%
Riot Blockchain Inc,RIOT,United States,0.02%
Munchener Ruckversicherungs-Gesellschaft AG,MUV2,Germany,0.02%
ANGI Homeservices Inc A,ANGI,United States,0.02%
Barrick Gold Corp,ABX,Canada,0.02%
Euro,-CASH-,,0.02%
Anhui Gujing Distillery Co Ltd,000596,China,0.02%
Tokio Marine Holdings Inc,8766,Japan,0.02%
Science Applications International Corp,SAIC,United States,0.02%
Cintas Corp,CTAS,United States,0.02%
Zoomlion Heavy Industry Science and Technology Co Ltd,000157,China,0.02%
Reckitt Benckiser Group PLC,RB.,United Kingdom,0.02%
Kia Motors Corp,000270,South Korea,0.02%
Konami Holdings Corp,9766,Japan,0.02%
Oriental Land Co Ltd,4661,Japan,0.02%
Hua Xia Bank Co Ltd,600015,China,0.02%
BeiGene Ltd ADR,BGNE,China,0.02%
LG Household & Health Care Ltd,051900,South Korea,0.02%
CarGurus Inc Class A,CARG,United States,0.02%
China Jushi Co Ltd,600176,China,0.02%
Zhejiang Nhu Co Ltd,002001,China,0.02%
MicroStrategy Inc,MSTR,United States,0.02%
LG Electronics Inc,066570,South Korea,0.02%
Founder Securities Co Ltd,601901,China,0.02%
Zhejiang Chint Electrics Co Ltd,601877,China,0.02%
Capcom Co Ltd,9697,Japan,0.02%
Marvell Technology Group Ltd,MRVL,China,0.02%
T-Mobile US Inc,TMUS,United States,0.02%
Pacific Biosciences of California Inc,PACB,United States,0.02%
Willdan Group Inc,WLDN,United States,0.02%
Baxter International Inc,BAX,United States,0.02%
Telenor ASA,TEL,Norway,0.02%
Ansys Inc,ANSS,United States,0.02%
LendingTree Inc,TREE,United States,0.02%
Mitsubishi Corp,8058,Japan,0.02%
Petroleo Brasileiro SA Petrobras Participating Preferred,PETR4,Brazil,0.02%
America Movil SAB de CV Class L,AMXL,Mexico,0.02%
Mizuho Financial Group Inc,8411,Japan,0.02%
Guardant Health Inc,GH,United States,0.02%
China Industrial Securities Co Ltd,601377,China,0.02%
Cullen/Frost Bankers Inc,CFR,United States,0.02%
Lear Corp,LEA,United States,0.02%
Shaanxi Coal Industry Co Ltd Class A,601225,China,0.02%
Infinera Corp,INFN,United States,0.02%
Masimo Corp,MASI,United States,0.02%
ACM Research Inc Class A,ACMR,United States,0.02%
China Construction Bank Corp,601939,China,0.02%
Livent Corp,LTHM,United States,0.02%
Health Catalyst Inc,HCAT,United States,0.02%
BNP Paribas,BNP,France,0.02%
Nippon Telegraph & Telephone Corp,9432,Japan,0.02%
Geely Automobile Holdings Ltd,00175,China,0.02%
Colgate-Palmolive Co,CL,United States,0.02%
Prologis Inc,PLD,United States,0.02%
Mitsui & Co Ltd,8031,Japan,0.02%
Chaozhou Three-Circle (Group) Co Ltd,300408,China,0.02%
DexCom Inc,DXCM,United States,0.02%
PT Bank Central Asia Tbk,BBCA,Indonesia,0.02%
Bank Bradesco SA Participating Preferred,BBDC4,Brazil,0.02%
EverQuote Inc,EVER,United States,0.02%
B3 SA - Brasil Bolsa Balcao,B3SA3,Brazil,0.02%
TransDigm Group Inc,TDG,United States,0.02%
J2 Global Inc,JCOM,United States,0.02%
Canadian Imperial Bank of Commerce,CM,Canada,0.02%
TransUnion,TRU,United States,0.02%
Fujitsu Ltd,6702,Japan,0.02%
Quotient Technology Inc,QUOT,United States,0.02%
TC Energy Corp,TRP,Canada,0.02%
Air Liquide SA,AI,France,0.02%
Thales,HO,France,0.02%
Beijing Easpring Material Technology Co Ltd,300073,China,0.02%
Visteon Corp,VC,United States,0.02%
Domo Inc,DOMO,United States,0.02%
Yext Inc,YEXT,United States,0.02%
SoftBank Corp,9434,Japan,0.02%
Fiat Chrysler Automobiles NV,FCA,United Kingdom,0.02%
Mitsubishi Electric Corp,6503,Japan,0.02%
Kering SA,KER,France,0.02%
Teradata Corp,TDC,United States,0.02%
China Railway Construction Corp Ltd,601186,China,0.02%
Beijing New Building Materialsl PLC,000786,China,0.02%
Upland Software Inc,UPLD,United States,0.02%
Wuhu Sanqi Interactive Entertainment Network Technology Group Co Ltd,002555,China,0.02%
Astellas Pharma Inc,4503,Japan,0.02%
Wix.com Ltd,WIX,Israel,0.02%
Trimble Inc,TRMB,United States,0.02%
KKR & Co Inc Ordinary Shares,KKR,United States,0.02%
Trane Technologies PLC,TT,United States,0.02%
Bayerische Motoren Werke AG,BMW,Germany,0.02%
Guangzhou Shiyuan Electronic Technology Co Ltd A,002841,China,0.02%
Aptiv PLC,APTV,United States,0.02%
Fastenal Co,FAST,United States,0.02%
Anheuser-Busch InBev SA/NV,ABI,Belgium,0.02%
Zendesk Inc,ZEN,United States,0.02%
Cohu Inc,COHU,United States,0.02%
Sumo Logic Inc Ordinary Shares,SUMO,United States,0.02%
Lyft Inc Class A,LYFT,United States,0.02%
Parker Hannifin Corp,PH,United States,0.02%
Shanghai M&G Stationery Inc,603899,China,0.02%
Exact Sciences Corp,EXAS,United States,0.02%
Jiangsu King's Luck Brewery Joint-Stock Co Ltd,603369,China,0.02%
Shinhan Financial Group Co Ltd,055550,South Korea,0.02%
Duke Energy Corp,DUK,United States,0.02%
Royalty Pharma PLC Class A,RPRX,United States,0.02%
PagerDuty Inc,PD,United States,0.02%
Guosen Securities Co Ltd,002736,China,0.02%
ABB Ltd,ABBN,Switzerland,0.02%
ResMed Inc,RMD,United States,0.02%
Agilent Technologies Inc,A,United States,0.02%
Samsung BioLogics Co Ltd,207940,South Korea,0.02%
Everbright Securities Co Ltd Class A,601788,China,0.02%
Asana Inc Ordinary Shares - Class A,ASAN,United States,0.02%
Micro-Star International Co Ltd,2377,Taiwan,0.02%
Mettler-Toledo International Inc,MTD,United States,0.02%
Ford Motor Co,F,United States,0.02%
T. Rowe Price Group Inc,TROW,United States,0.02%
Mueller Water Products, Inc.,MWA,United States,0.02%
Manulife Financial Corp,MFC,Canada,0.02%
Shenzhen Goodix Technology Co Ltd A,603160,China,0.02%
Denso Corp,6902,Japan,0.02%
Enlight Renewable Energy Ltd,ENLT,Israel,0.02%
Tractor Supply Co,TSCO,United States,0.02%
Rockwell Automation Inc,ROK,United States,0.02%
Koolearn Technology Holding Ltd,01797,China,0.02%
American Airlines Group Inc,AAL,United States,0.02%
Jonjee Hi-Tech Industrial and Commercial Holding Co Ltd,600872,China,0.02%
Fiverr International Ltd,FVRR,United States,0.02%
Copart Inc,CPRT,United States,0.02%
Air Products & Chemicals Inc,APD,United States,0.02%
Lomon Billions Group Co Ltd,002601,China,0.02%
Xinjiang Goldwind Science & Technology Co Ltd,002202,China,0.02%
Sinolink Securities Co Ltd,600109,China,0.02%
ANTA Sports Products Ltd,02020,China,0.02%
MetLife Inc,MET,United States,0.02%
Varta AG,VAR1,Germany,0.02%
Lingyi Itech (Guangdong) Co Ltd,002600,China,0.02%
Zhejiang Dahua Technology Co Ltd,002236,China,0.02%
Netmarble Corp,251270,South Korea,0.02%
McKesson Corp,MCK,United States,0.02%
Tsingtao Brewery Co Ltd,600600,China,0.02%
Square Enix Holdings Co Ltd,9684,Japan,0.02%
Centene Corp,CNC,United States,0.02%
The Travelers Companies Inc,TRV,United States,0.02%
Seven & i Holdings Co Ltd,3382,Japan,0.02%
Talend SA ADR,TLND,United States,0.02%
Embracer Group AB Class B,EMBRAC B,Sweden,0.02%
Suning.com Co Ltd,002024,China,0.02%
Insulet Corp,PODD,United States,0.02%
Heico Corp,HEI,United States,0.02%
Shanghai Putailai New Energy Technology Co Ltd Class A,603659,China,0.02%
IQVIA Holdings Inc,IQV,United States,0.02%
Southern Co,SO,United States,0.02%
California Water Service Group,CWT,United States,0.02%
China Mengniu Dairy Co Ltd,02319,China,0.02%
Hong Kong dollar,,,0.02%
Foxconn Industrial Internet Co Ltd Class A,601138,China,0.02%
RWE AG,RWE,Germany,0.02%
Terumo Corp,4543,Japan,0.02%
GreenPower Motor Company Inc,GPV,Canada,0.02%
UBS Group AG,UBSG,Switzerland,0.02%
RELX PLC,REL,United Kingdom,0.02%
Bank of New York Mellon Corp,BK,United States,0.02%
360 Security Technology Inc,601360,China,0.02%
Dominion Energy Inc,D,United States,0.02%
Beijing Shunxin Agriculture Co Ltd,000860,China,0.02%
So-Young International Inc ADR,SY,China,0.02%
Prosus NV Ordinary Shares - Class N,PRX,Netherlands,0.02%
Royal Philips NV,PHIA,Netherlands,0.02%
Perfect World Co Ltd,002624,China,0.02%
Global Payments Inc,GPN,United States,0.02%
PTC Inc,PTC,United States,0.02%
Mining and Metallurgical Company NORILSK NICKEL PJSC,GMKN,Russia,0.02%
Petroleo Brasileiro SA Petrobras,PETR3,Brazil,0.02%
Mirati Therapeutics Inc,MRTX,United States,0.02%
Shengyi Technology Co Ltd,600183,China,0.02%
China National Nuclear Power Co Ltd A,601985,China,0.02%
Adyen NV,ADYEN,Netherlands,0.02%
Shiseido Co Ltd,4911,Japan,0.02%
AEON Co Ltd,8267,Japan,0.02%
GoodRx Holdings Inc Ordinary Shares - Class A,GDRX,United States,0.02%
Dawning Information Industry Co Ltd --- Shs -A-,603019,China,0.02%
Lepu Medical Technology (Beijing) Co Ltd,300003,China,0.02%
Komatsu Ltd,6301,Japan,0.02%
Amadeus IT Group SA A,AMS,Spain,0.02%
Bruker Corp,BRKR,United States,0.02%
Lonza Group Ltd,LONN,Switzerland,0.02%
Safran SA,SAF,France,0.02%
ON Semiconductor Corp,ON,United States,0.02%
CNOOC Ltd,00883,China,0.02%
Shenzhou International Group Holdings Ltd,02313,China,0.02%
American International Group Inc,AIG,United States,0.02%
Garmin Ltd,GRMN,Switzerland,0.02%
Franklin Electric Co Inc,FELE,United States,0.02%
Hithink RoyalFlush Information Network Co Ltd,300033,China,0.02%
Stifel Financial Corp,SF,United States,0.02%
Zhejiang Longsheng Group Co Ltd,600352,China,0.02%
United Microelectronics Corp,2303,Taiwan,0.02%
China Life Insurance Co Ltd Class H,02628,China,0.02%
Ross Stores Inc,ROST,United States,0.02%
PACCAR Inc,PCAR,United States,0.02%
China Greatwall Technology Group Co Ltd,000066,China,0.02%
Kubota Corp,6326,Japan,0.02%
Chipotle Mexican Grill Inc Class A,CMG,United States,0.02%
GS Yuasa Corp,6674,Japan,0.02%
Newmont Corp,NEM,United States,0.02%
E.ON SE,EOAN,Germany,0.02%
Olympus Corp,7733,Japan,0.02%
Central Japan Railway Co,9022,Japan,0.02%
Neurocrine Biosciences Inc,NBIX,United States,0.02%
Yonghui Superstores Co Ltd,601933,China,0.02%
Gemdale Corp,600383,China,0.02%
Power Construction Corporation of China Ltd,601669,China,0.02%
Samsung C&T Corp,028260,South Korea,0.02%
Stanley Black & Decker Inc,SWK,United States,0.02%
Nutrien Ltd,NTR,Canada,0.02%
Ally Financial Inc,ALLY,United States,0.02%
Amphenol Corp Class A,APH,United States,0.02%
JCET Group Co Ltd,600584,China,0.02%
Jafron Biomedical Co Ltd A,300529,China,0.02%
Unisplendour Corp Ltd,000938,China,0.02%
Otis Worldwide Corp Ordinary Shares,OTIS,United States,0.02%
Hong Kong Exchanges and Clearing Ltd,00388,Hong Kong,0.02%
Sysmex Corp,6869,Japan,0.02%
Sunny Optical Technology (Group) Co Ltd,02382,China,0.02%
Xilinx Inc,XLNX,United States,0.02%
EPAM Systems Inc,EPAM,United States,0.02%
Canadian Natural Resources Ltd,CNQ,Canada,0.02%
Changjiang Securities Company Ltd,000783,China,0.02%
SK Innovation Co Ltd,096770,South Korea,0.02%
Generac Holdings Inc,GNRC,United States,0.02%
Zai Lab Ltd ADR Repr 1 Shs,ZLAB,China,0.02%
Wuhan Guide Infrared Co Ltd,002414,China,0.02%
Li Ning Co Ltd,02331,China,0.02%
Orion Energy Systems Inc,OESX,United States,0.02%
Japan Tobacco Inc,2914,Japan,0.02%
National Grid PLC,NG.,United Kingdom,0.02%
Cadence Design Systems Inc,CDNS,United States,0.02%
Synopsys Inc,SNPS,United States,0.02%
Aflac Inc,AFL,United States,0.02%
Caitong Securities Co Ltd Class A,601108,China,0.02%
Sun Life Financial Inc,SLF,Canada,0.02%
East Japan Railway Co,9020,Japan,0.02%
Shenzhen Overseas Chinese Town Co Ltd,000069,China,0.02%
Equifax Inc,EFX,United States,0.02%
Ultragenyx Pharmaceutical Inc,RARE,United States,0.02%
AXA SA,CS,France,0.02%
Avantor Inc,AVTR,United States,0.02%
Delta Electronics Inc,2308,Taiwan,0.02%
Ameriprise Financial Inc,AMP,United States,0.02%
Japanese yen,,,0.02%
Sika AG Registered Shares,SIKA,Switzerland,0.02%
Monster Beverage Corp,MNST,United States,0.02%
Inner Mongolian Baotou Steel Union Co Ltd,600010,China,0.02%
Beijing Tiantan Biological Products Corp Ltd,600161,China,0.02%
Deutsche Bank AG,DBK,Germany,0.02%
Samsung Electro-Mechanics Co Ltd,009150,South Korea,0.02%
Cerner Corp,CERN,United States,0.02%
Arcimoto Inc,FUV,United States,0.02%
ABB Ltd ADR,ABB,Switzerland,0.02%
Jazz Pharmaceuticals PLC,JAZZ,United States,0.02%
Meinian Onehealth Healthcare Holdings Co Ltd,002044,China,0.02%
Suzhou Dongshan Precision Manufacturing Co Ltd,002384,China,0.02%
Broadridge Financial Solutions Inc,BR,United States,0.02%
Ball Corp,BLL,United States,0.02%
Pernod Ricard SA,RI,France,0.02%
O'Reilly Automotive Inc,ORLY,United States,0.02%
China Northern Rare Earth (Group) High-Tech Co Ltd,600111,China,0.02%
Songcheng Performance Development Co Ltd,300144,China,0.02%
Zimmer Biomet Holdings Inc,ZBH,United States,0.02%
Charles River Laboratories International Inc,CRL,United States,0.02%
Givaudan SA,GIVN,Switzerland,0.02%
3D Systems Corp,DDD,United States,0.02%
China Resources Beer (Holdings) Co Ltd,00291,China,0.02%
eBay Inc,EBAY,United States,0.01%
Ionis Pharmaceuticals Inc,IONS,United States,0.01%
Firstrand Ltd,FSR,South Africa,0.01%
Bank Rakyat Indonesia (Persero) Tbk Class B,BBRI,Indonesia,0.01%
Celltrion Healthcare Co Ltd,091990,South Korea,0.01%
MarketAxess Holdings Inc,MKTX,United States,0.01%
China Southern Airlines Co Ltd,600029,China,0.01%
Zheshang Securities Co Ltd Class A,601878,China,0.01%
Zhejiang Century Huatong Group Co Ltd,002602,China,0.01%
Sysco Corp,SYY,United States,0.01%
Willis Towers Watson PLC,WLTW,United Kingdom,0.01%
Constellation Software Inc,CSU,Canada,0.01%
FuelCell Energy Inc,FCEL,United States,0.01%
DuPont de Nemours Inc,DD,United States,0.01%
PRA Health Sciences Inc,PRAH,United States,0.01%
ACADIA Pharmaceuticals Inc,ACAD,United States,0.01%
Henkel AG & Co KGaA Participating Preferred,HEN3,Germany,0.01%
Telefonaktiebolaget L M Ericsson Class B,ERIC B,Sweden,0.01%
Soochow Securities Co Ltd,601555,China,0.01%
Discover Financial Services,DFS,United States,0.01%
SECOM Co Ltd,9735,Japan,0.01%
National Bank of Kuwait SAK,NBK,Kuwait,0.01%
SDIC Power Holdings Co Ltd,600886,China,0.01%
Oppein Home Group Inc A,603833,China,0.01%
ING Groep NV,INGA,Netherlands,0.01%
FactSet Research Systems Inc,FDS,United States,0.01%
Teledyne Technologies Inc,TDY,United States,0.01%
Yeahka Ltd Ordinary Shares,09923,China,0.01%
Microchip Technology Inc,MCHP,United States,0.01%
KT&G Corp,033780,South Korea,0.01%
Stratec SE,SBS,Germany,0.01%
Waste Connections Inc,WCN,Canada,0.01%
Old Dominion Freight Line Inc Ordinary Shares,ODFL,United States,0.01%
Hana Financial Group Inc,086790,South Korea,0.01%
ConocoPhillips,COP,United States,0.01%
Vail Resorts Inc,MTN,United States,0.01%
Danone SA,BN,France,0.01%
Intesa Sanpaolo,ISP,Italy,0.01%
Offcn Education Technology Co Ltd,002607,China,0.01%
Arcosa Inc,ACA,United States,0.01%
Wayfair Inc Class A,W,United States,0.01%
Hengyi Petrochemical Co Ltd,000703,China,0.01%
Mail.ru Group Ltd GDR,MAIL,British Virgin Islands,0.01%
Public Storage,PSA,United States,0.01%
Inspur Electronic Information Industry Co Ltd,000977,China,0.01%
West Pharmaceutical Services Inc,WST,United States,0.01%
FUJIFILM Holdings Corp,4901,Japan,0.01%
Yealink Network Technology Corp Ltd,300628,China,0.01%
Beijing-Shanghai High Speed Railway Co Ltd Class A,601816,China,0.01%
Shenzhen Sunway Communication Co Ltd,300136,China,0.01%
London Stock Exchange Group PLC,LSE,United Kingdom,0.01%
Experian PLC,EXPN,United States,0.01%
Wal - Mart de Mexico SAB de CV Class V,WALMEX,Mexico,0.01%
China Resources Land Ltd,01109,China,0.01%
Simplo Technology Co Ltd,6121,Taiwan,0.01%
PG&E Corp,PCG,United States,0.01%
Arrowhead Pharmaceuticals Inc,ARWR,United States,0.01%
Q2 Holdings Inc,QTWO,United States,0.01%
Ptt PCL DR,PTT-R,Thailand,0.01%
Canon Inc,7751,Japan,0.01%
SDIC Capital Co Ltd,600061,China,0.01%
Aluminum Corporation of China Ltd,601600,China,0.01%
HP Inc,HPQ,United States,0.01%
Delivery Hero SE,DHER,Germany,0.01%
Nippon Paint Holdings Co Ltd,4612,Japan,0.01%
Otsuka Holdings Co Ltd,4578,Japan,0.01%
Suzuki Motor Corp,7269,Japan,0.01%
Cognizant Technology Solutions Corp A,CTSH,United States,0.01%
XCMG Construction Machinery Co Ltd,000425,China,0.01%
OFILM Group Co Ltd,002456,China,0.01%
Dell Technologies Inc Class C,DELL,United States,0.01%
Eisai Co Ltd,4523,Japan,0.01%
Kimberly-Clark Corp,KMB,United States,0.01%
PPL Corp,PPL,United States,0.01%
BGI Genomics Co Ltd Class A,300676,China,0.01%
State Street Corporation,STT,United States,0.01%
NOVATEK PJSC GDR,NVTK,Russia,0.01%
Fomento Economico Mexicano SAB de CV Units (1 Series B, 4 Series D),FEMSAUBD,Mexico,0.01%
Public Bank Bhd,1295,Malaysia,0.01%
ORIX Corp,8591,Japan,0.01%
iRhythm Technologies Inc,IRTC,United States,0.01%
First Republic Bank,FRC,United States,0.01%
W.W. Grainger Inc,GWW,United States,0.01%
OMRON Corp,6645,Japan,0.01%
Bio-Techne Corp,TECH,United States,0.01%
Acceleron Pharma Inc,XLRN,United States,0.01%
Fortive Corp,FTV,United States,0.01%
Carvana Co Class A,CVNA,United States,0.01%
Volvo AB B,VOLV B,Sweden,0.01%
Markel Corp,MKL,United States,0.01%
Fresenius SE & Co KGaA,FRE,Germany,0.01%
Asahi Group Holdings Ltd,2502,Japan,0.01%
ENN Energy Holdings Ltd,02688,China,0.01%
Novavax Inc,NVAX,United States,0.01%
