Name,Ticker,Country,Amount
Convertible Bonds,,,2.98%
Tesla Inc,TSLA,United States,2.81%
NVIDIA Corp,NVDA,United States,2.24%
Tencent Holdings Ltd,00700,China,2.18%
Advanced Micro Devices Inc,AMD,United States,2.12%
Alibaba Group Holding Ltd ADR,BABA,China,1.97%
Microsoft Corp,MSFT,United States,1.81%
Amazon.com Inc,AMZN,United States,1.67%
Pinduoduo Inc ADR,PDD,China,1.55%
Apple Inc,AAPL,United States,1.43%
Nintendo Co Ltd,7974,Japan,1.11%
Qualcomm Inc,QCOM,United States,1.08%
Costco Wholesale Corp,COST,United States,1.08%
Bonds,,,1.02%
Gold,,,1.00%
Facebook Inc A,FB,United States,0.92%
Baidu Inc ADR,BIDU,China,0.91%
Alphabet Inc A,GOOGL,United States,0.82%
Meituan,03690,China,0.64%
PayPal Holdings Inc,PYPL,United States,0.63%
Kweichow Moutai Co Ltd,600519,China,0.61%
Shopify Inc A,SHOP,Canada,0.61%
The Walt Disney Co,DIS,United States,0.59%
NIO Inc ADR,NIO,China,0.58%
Plug Power Inc,PLUG,United States,0.57%
iShares MSCI India ETF,INDA,United States,0.56%
Enphase Energy Inc,ENPH,United States,0.53%
Peloton Interactive Inc,PTON,United States,0.52%
Sony Corp ADR,SNE,Japan,0.50%
JD.com Inc ADR,JD,China,0.46%
Samsung Electronics Co Ltd,005930,South Korea,0.43%
Ping An Insurance (Group) Co. of China Ltd,601318,China,0.43%
First Solar Inc,FSLR,United States,0.42%
Taiwan Semiconductor Manufacturing Co Ltd,2330,Taiwan,0.41%
Sunrun Inc,RUN,United States,0.40%
NetEase Inc ADR,NTES,China,0.39%
Bilibili Inc ADR,BILI,China,0.36%
Ormat Technologies Inc,ORA,United States,0.36%
Netflix Inc,NFLX,United States,0.32%
Wuliangye Yibin Co Ltd,000858,China,0.32%
Unknown,,,0.30%
Boralex Inc Class A,BLX,Canada,0.30%
Yandex NV Shs Class-A-,YNDX,Russia,0.30%
China Merchants Bank Co Ltd,600036,China,0.29%
Uber Technologies Inc,UBER,United States,0.28%
TAL Education Group ADR,TAL,China,0.27%
JD Health International Inc,06618,China,0.26%
Ballard Power Systems Inc,BLDP,Canada,0.25%
Cree Inc,CREE,United States,0.25%
Trip.com Group Ltd ADR,TCOM,China,0.25%
United States dollar,,,0.24%
Sunnova Energy International Inc,NOVA,United States,0.24%
Universal Display Corp,OLED,United States,0.24%
Brookfield Renewable Partners LP,BEP.UN,United States,0.24%
Innergex Renewable Energy Inc,INE,Canada,0.23%
KE Holdings Inc ADR,BEKE,China,0.23%
Alphabet Inc Class C,GOOG,United States,0.23%
Northland Power Inc,NPI,Canada,0.23%
NextEra Energy Partners LP,NEP,United States,0.23%
Hannon Armstrong Sustainable Infrastructure Capital Inc,HASI,United States,0.22%
Acuity Brands Inc,AYI,United States,0.22%
Itron Inc,ITRI,United States,0.22%
Xinyi Solar Holdings Ltd,00968,China,0.21%
Jiangsu Hengrui Medicine Co Ltd,600276,China,0.21%
Berkshire Hathaway Inc Class B,BRK.B,United States,0.21%
XPeng Inc ADR,XPEV,China,0.21%
JPMorgan Chase & Co,JPM,United States,0.21%
Meridian Energy Ltd,MEL,New Zealand,0.21%
UnitedHealth Group Inc,UNH,United States,0.21%
Johnson & Johnson,JNJ,United States,0.21%
Klepierre,LI,France,0.20%
Vestas Wind Systems A/S,VWS,Denmark,0.20%
VEREIT Inc Class A,VER,United States,0.20%
Vipshop Holdings Ltd ADR,VIPS,China,0.19%
Renewable Energy Group Inc,REGI,United States,0.19%
Orsted A/S,ORSTED,Denmark,0.19%
Siemens Gamesa Renewable Energy SA,SGRE,Spain,0.19%
SolarEdge Technologies Inc,SEDG,United States,0.18%
Alibaba Health Information Technology Ltd,00241,China,0.18%
Tencent Music Entertainment Group ADR,TME,China,0.18%
Contact Energy Ltd,CEN,New Zealand,0.18%
Visa Inc Class A,V,United States,0.17%
Midea Group Co Ltd Class A,000333,China,0.17%
EDP Renovaveis SA,EDPR,Spain,0.17%
Amgen Inc,AMGN,United States,0.17%
Scatec ASA Ordinary Shares,SSO,Norway,0.16%
Industrial Bank Co Ltd,601166,China,0.15%
Snap Inc Class A,SNAP,United States,0.15%
Danaher Corp,DHR,United States,0.15%
China Tourism Group Duty Free Corp Ltd Class A,601888,China,0.15%
Merck & Co Inc,MRK,United States,0.15%
Lufax Holding Ltd ADR,LU,China,0.15%
Mastercard Inc A,MA,United States,0.14%
Contemporary Amperex Technology Co Ltd Class A,300750,China,0.14%
Cisco Systems Inc,CSCO,United States,0.14%
Accenture PLC Class A,ACN,United States,0.13%
Adobe Inc,ADBE,United States,0.13%
Procter & Gamble Co,PG,United States,0.13%
Luxshare Precision Industry Co Ltd,002475,China,0.13%
Toyota Motor Corp,7203,Japan,0.13%
Bank of America Corp,BAC,United States,0.13%
Foshan Haitian Flavouring and Food Co Ltd Class A,603288,China,0.13%
CrowdStrike Holdings Inc Class A,CRWD,United States,0.13%
Inner Mongolia Yili Industrial Group Co Ltd,600887,China,0.12%
LONGi Green Energy Technology Co Ltd Class A,601012,China,0.12%
Clearway Energy Inc Class C,CWEN,United States,0.12%
SAP SE ADR,SAP,Germany,0.12%
AbbVie Inc,ABBV,United States,0.12%
Nestle SA,NESN,Switzerland,0.12%
Albemarle Corp,ALB,United States,0.12%
Daqo New Energy Corp ADR,DQ,China,0.12%
CITIC Securities Co Ltd,600030,China,0.12%
Renminbi,,,0.12%
Thermo Fisher Scientific Inc,TMO,United States,0.12%
Twitter Inc,TWTR,United States,0.11%
Energy Company of Minas Gerais ADR,CIG,Brazil,0.11%
Kingsoft Cloud Holdings Ltd ADR,KC,China,0.11%
NAVER Corp,035420,South Korea,0.11%
The Home Depot Inc,HD,United States,0.11%
Salesforce.com Inc,CRM,United States,0.11%
Abbott Laboratories,ABT,United States,0.11%
Workhorse Group Inc,WKHS,United States,0.11%
Autohome Inc ADR,ATHM,China,0.11%
Zscaler Inc,ZS,United States,0.11%
Splunk Inc,SPLK,United States,0.11%
China Yangtze Power Co Ltd,600900,China,0.11%
Ping An Bank Co Ltd,000001,China,0.11%
Encavis AG,CAP,Germany,0.11%
Roper Technologies Inc,ROP,United States,0.11%
Hangzhou Hik-Vision Digital Technology Co Ltd,002415,China,0.11%
Neoen SA,NEOEN,France,0.11%
Match Group Inc,MTCH,United States,0.11%
Gree Electric Appliances Inc of Zhuhai,000651,China,0.11%
SunPower Corp,SPWR,United States,0.10%
Kingsoft Corp Ltd,03888,China,0.10%
Sany Heavy Industry Co Ltd,600031,China,0.10%
Ping An Healthcare And Technology Co Ltd Ordinary Shares,01833,China,0.10%
Samsung SDI Co Ltd,006400,South Korea,0.10%
Canadian Solar Inc,CSIQ,Canada,0.10%
Ganfeng Lithium Co Ltd,002460,China,0.10%
Zoom Video Communications Inc,ZM,United States,0.10%
Ming Yuan Cloud Group Holdings Ltd Ordinary Shares,00909,China,0.10%
East Money Information Co Ltd,300059,China,0.10%
Pfizer Inc,PFE,United States,0.10%
China Vanke Co Ltd,000002,China,0.10%
LG Chem Ltd,051910,South Korea,0.10%
Gilead Sciences Inc,GILD,United States,0.10%
EVE Energy Co Ltd,300014,China,0.10%
Honeywell International Inc,HON,United States,0.10%
JOYY Inc ADR,YY,China,0.10%
BYD Co Ltd Class A,002594,China,0.10%
Sea Ltd ADR,SE,Singapore,0.10%
iQIYI Inc ADR,IQ,China,0.10%
Luzhou Laojiao Co Ltd,000568,China,0.10%
ZhongAn Online P&C Insurance Co Ltd Ordinary Shares - Class H,06060,China,0.09%
Atlantica Sustainable Infrastructure PLC,AY,United Kingdom,0.09%
Square Inc A,SQ,United States,0.09%
Union Pacific Corp,UNP,United States,0.09%
Rogers Corp,ROG,United States,0.09%
TPI Composites Inc,TPIC,United States,0.09%
SF Holding Co Ltd,002352,China,0.09%
Ecolab Inc,ECL,United States,0.09%
Oracle Corp,ORCL,United States,0.09%
Zynga Inc Class A,ZNGA,United States,0.09%
Pinterest Inc,PINS,United States,0.09%
Vertex Pharmaceuticals Inc,VRTX,United States,0.09%
Industrial And Commercial Bank Of China Ltd,601398,China,0.09%
SK Hynix Inc,000660,South Korea,0.09%
Wuxi AppTec Co Ltd Class A,603259,China,0.09%
Waters Corp,WAT,United States,0.09%
South Korean won,,,0.09%
Activision Blizzard Inc,ATVI,United States,0.09%
NEXON Co Ltd,3659,Japan,0.09%
Jiangsu Yanghe Brewery JSC Ltd,002304,China,0.09%
Eli Lilly and Co,LLY,United States,0.09%
Sony Corp,6758,Japan,0.09%
PepsiCo Inc,PEP,United States,0.09%
TransAlta Renewables Inc,RNW,Canada,0.08%
American Water Works Co Inc,AWK,United States,0.08%
United Parcel Service Inc Class B,UPS,United States,0.08%
Medtronic PLC,MDT,United States,0.08%
Wanhua Chemical Group Co Ltd,600309,China,0.08%
Shanxi Xinghuacun Fen Wine Factory Co Ltd,600809,China,0.08%
Solaria Energia y Medio Ambiente SA,SLR,Spain,0.08%
Coca-Cola Co,KO,United States,0.08%
Moderna Inc,MRNA,United States,0.08%
SoftBank Group Corp,9984,Japan,0.08%
Muyuan Foods Co Ltd Class A,002714,China,0.08%
Blink Charging Co,BLNK,United States,0.08%
Twilio Inc A,TWLO,United States,0.08%
Novartis AG,NOVN,Switzerland,0.08%
Nike Inc B,NKE,United States,0.08%
Naspers Ltd Class N,NPN,South Africa,0.08%
BOE Technology Group Co Ltd,000725,China,0.08%
Doosan Fuel Cell Ordinary Shares,336260,South Korea,0.08%
China Construction Bank Corp Class H,00939,China,0.08%
Yunnan Energy New Material Co Ltd A,002812,China,0.08%
Ping An Insurance (Group) Co. of China Ltd Class H,02318,China,0.08%
Siemens AG,SIE,Germany,0.08%
Illumina Inc,ILMN,United States,0.08%
Aier Eye Hospital Group Co Ltd,300015,China,0.08%
Broadcom Inc,AVGO,United States,0.08%
Bristol-Myers Squibb Company,BMY,United States,0.08%
Regeneron Pharmaceuticals Inc,REGN,United States,0.08%
Spotify Technology SA,SPOT,United States,0.08%
Lockheed Martin Corp,LMT,United States,0.08%
FireEye Inc,FEYE,United States,0.08%
Autoliv Inc,ALV,Sweden,0.07%
ASML Holding NV,ASML,Netherlands,0.07%
Boeing Co,BA,United States,0.07%
Okta Inc A,OKTA,United States,0.07%
Verizon Communications Inc,VZ,United States,0.07%
Covanta Holding Corp,CVA,United States,0.07%
GSX Techedu Inc ADR,GSX,China,0.07%
Raytheon Technologies Corp,RTX,United States,0.07%
Keyence Corp,6861,Japan,0.07%
VMware Inc,VMW,United States,0.07%
AstraZeneca PLC,AZN,United Kingdom,0.07%
China Pacific Insurance (Group) Co Ltd,601601,China,0.07%
BYD Co Ltd Class H,01211,China,0.07%
Shanghai Pudong Development Bank Co Ltd,600000,China,0.07%
3M Co,MMM,United States,0.07%
PowerCell Sweden AB,PCELL,Sweden,0.07%
Comcast Corp Class A,CMCSA,United States,0.07%
Weibo Corp ADR Class A,WB,China,0.07%
Citigroup Inc,C,United States,0.07%
NCsoft Corp,036570,South Korea,0.07%
ServiceNow Inc,NOW,United States,0.07%
AT&T Inc,T,United States,0.07%
Kakao Corp,035720,South Korea,0.07%
Royal Bank of Canada,RY,Canada,0.07%
Anhui Conch Cement Co Ltd Class A,600585,China,0.07%
Intel Corp,INTC,United States,0.07%
Palo Alto Networks Inc,PANW,United States,0.07%
Xiaomi Corp Ordinary Shares - Class B,01810,China,0.07%
Veeva Systems Inc Class A,VEEV,United States,0.07%
Sanofi SA,SAN,France,0.07%
Zijin Mining Group Co Ltd,601899,China,0.06%
JFROG LTD COMMON STOCK,-CASH-,,0.06%
Changchun High and New Technology Industry Group Inc,000661,China,0.06%
Panasonic Corp,6752,Japan,0.06%
Cia Paranaense De Energia Copel ADR,ELP,Brazil,0.06%
Wells Fargo & Co,WFC,United States,0.06%
Proofpoint Inc,PFPT,United States,0.06%
Intuitive Surgical Inc,ISRG,United States,0.06%
Bank of Communications Co Ltd,601328,China,0.06%
DocuSign Inc,DOCU,United States,0.06%
Moelis & Co Class A,MC,United States,0.06%
Workday Inc Class A,WDAY,United States,0.06%
CyberArk Software Ltd,CYBR,United States,0.06%
Walmart Inc,WMT,United States,0.06%
Texas Instruments Inc,TXN,United States,0.06%
SINA Corp,SINA,China,0.06%
General Electric Co,GE,United States,0.06%
Poly Developments and Holdings Group Co Ltd,600048,China,0.06%
Bank Of Ningbo Co Ltd,002142,China,0.06%
Momo Inc ADR,MOMO,China,0.06%
BlackRock Inc,BLK,United States,0.06%
NAURA Technology Group Co Ltd,002371,China,0.06%
Unilever PLC,ULVR,United Kingdom,0.06%
China Minsheng Banking Corp Ltd,600016,China,0.06%
Akamai Technologies Inc,AKAM,United States,0.06%
Take-Two Interactive Software Inc,TTWO,United States,0.06%
Electronic Arts Inc,EA,United States,0.06%
China State Construction Engineering Corp Ltd,601668,China,0.06%
Chongqing Zhifei Biological Products Co Ltd,300122,China,0.06%
Arista Networks Inc,ANET,United States,0.06%
Qualys Inc,QLYS,United States,0.06%
China Literature Ltd Ordinary Shares,00772,China,0.06%
Ameresco Inc Class A,AMRC,United States,0.06%
International Business Machines Corp,IBM,United States,0.06%
Samsung Electronics Co Ltd Participating Preferred,005935,South Korea,0.06%
Haier Smart Home Co Ltd,600690,China,0.06%
The Toronto-Dominion Bank,TD,Canada,0.06%
Caterpillar Inc,CAT,United States,0.06%
Agricultural Bank of China Ltd,601288,China,0.06%
Will Semiconductor Co Ltd Shanghai,603501,China,0.06%
Check Point Software Technologies Ltd,CHKP,Israel,0.06%
Agora Inc ADR,API,China,0.06%
51job Inc ADR,JOBS,China,0.06%
Xylem Inc,XYL,United States,0.06%
Lowe's Companies Inc,LOW,United States,0.05%
Tongwei Co Ltd,600438,China,0.05%
Tenable Holdings Inc,TENB,United States,0.05%
BANDAI NAMCO Holdings Inc,7832,Japan,0.05%
Vale SA,VALE3,Brazil,0.05%
Enviva Partners LP,EVA,United States,0.05%
Atlassian Corporation PLC A,TEAM,United States,0.05%
Biogen Inc,BIIB,United States,0.05%
MongoDB Inc Class A,MDB,United States,0.05%
S&P Global Inc,SPGI,United States,0.05%
The Toro Co,TTC,United States,0.05%
Morgan Stanley,MS,United States,0.05%
Varonis Systems Inc,VRNS,United States,0.05%
Alliance Data Systems Corp,ADS,United States,0.05%
McDonald's Corp,MCD,United States,0.05%
Focus Media Information Technology Co Ltd,002027,China,0.05%
Huatai Securities Co Ltd,601688,China,0.05%
SAIC Motor Corp Ltd,600104,China,0.05%
Yuhan Corp,000100,South Korea,0.05%
Basf SE,BAS,Germany,0.05%
Chindata Group Holdings Ltd ADR,CD,China,0.05%
The Trade Desk Inc A,TTD,United States,0.05%
Celltrion Inc,068270,South Korea,0.05%
Advanced Drainage Systems Inc,WMS,United States,0.05%
Wuxi Lead Intelligent Equipment Co Ltd A,300450,China,0.05%
Exxon Mobil Corp,XOM,United States,0.05%
IAC/InterActiveCorp Ordinary Shares - New,IAC,United States,0.05%
Seagen Inc Ordinary Shares,SGEN,United States,0.05%
Zoetis Inc Class A,ZTS,United States,0.05%
Samsung Electronics Co Ltd GDR,SMSN,South Korea,0.05%
Rapid7 Inc,RPD,United States,0.05%
Intuit Inc,INTU,United States,0.05%
Shenzhen Inovance Technology Co Ltd Class A,300124,China,0.05%
Mimecast Ltd,MIME,United States,0.05%
DTE Energy Co,DTE,United States,0.05%
Chevron Corp,CVX,United States,0.05%
Schneider Electric SE,SU,France,0.05%
Haitong Securities Co Ltd,600837,China,0.05%
IDEX Corp,IEX,United States,0.05%
Vuzix Corporation,VUZI,United States,0.05%
Pentair PLC,PNR,United States,0.05%
Essential Utilities Inc,WTRG,United States,0.05%
Starbucks Corp,SBUX,United States,0.05%
China Merchants Securities Co Ltd,600999,China,0.05%
Goldman Sachs Group Inc,GS,United States,0.05%
Shenzhen Mindray Bio-Medical Electronics Co Ltd,300760,China,0.05%
American Tower Corp,AMT,United States,0.05%
Deere & Co,DE,United States,0.05%
DouYu International Holdings Ltd ADR,DOYU,China,0.05%
Stryker Corp,SYK,United States,0.05%
NextEra Energy Inc,NEE,United States,0.05%
Tetra Tech Inc,TTEK,United States,0.05%
Pure Storage Inc A,PSTG,United States,0.05%
Coupa Software Inc,COUP,United States,0.05%
ZTE Corp,000063,China,0.05%
Shin-Etsu Chemical Co Ltd,4063,Japan,0.05%
Dada Nexus Ltd ADR,DADA,China,0.05%
Weimob Inc,02013,China,0.05%
Alexion Pharmaceuticals Inc,ALXN,United States,0.05%
Zhangzhou Pientzehuang Pharmaceutical Co Ltd,600436,China,0.05%
Charles Schwab Corp,SCHW,United States,0.04%
Daiichi Sankyo Co Ltd,4568,Japan,0.04%
Goertek Inc,002241,China,0.04%
Unity Software Inc Ordinary Shares,U,United States,0.04%
Novo Nordisk A/S B,NOVO B,Denmark,0.04%
Roku Inc Class A,ROKU,United States,0.04%
Dollar General Corp,DG,United States,0.04%
Slack Technologies Inc Class A,WORK,United States,0.04%
Sociedad Quimica Y Minera De Chile SA ADR,SQM,Chile,0.04%
American Express Co,AXP,United States,0.04%
WuXi Biologics (Cayman) Inc Registered Shs Unitary 144A/Reg S,02269,China,0.04%
Daimler AG,DAI,Germany,0.04%
Charter Communications Inc A,CHTR,United States,0.04%
CVS Health Corp,CVS,United States,0.04%
CoStar Group Inc,CSGP,United States,0.04%
Cloudflare Inc,NET,United States,0.04%
Hyundai Motor Co,005380,South Korea,0.04%
Daikin Industries Ltd,6367,Japan,0.04%
Nidec Corp,6594,Japan,0.04%
Hundsun Technologies Inc,600570,China,0.04%
Industrial And Commercial Bank Of China Ltd Class H,01398,China,0.04%
Anthem Inc,ANTM,United States,0.04%
Guotai Junan Securities Co Ltd,601211,China,0.04%
A.O. Smith Corp,AOS,United States,0.04%
Wens Foodstuff Group Co Ltd A,300498,China,0.04%
Illinois Tool Works Inc,ITW,United States,0.04%
Fortinet Inc,FTNT,United States,0.04%
Applied Materials Inc,AMAT,United States,0.04%
BHP Group PLC,BHP,United Kingdom,0.04%
The Estee Lauder Companies Inc Class A,EL,United States,0.04%
Linde PLC,LIN,United Kingdom,0.04%
CSX Corp,CSX,United States,0.04%
Bayer AG,BAYN,Germany,0.04%
Cigna Corp,CI,United States,0.04%
Total SE,FP,France,0.04%
Booking Holdings Inc,BKNG,United States,0.04%
Datadog Inc Class A,DDOG,United States,0.04%
Northrop Grumman Corp,NOC,United States,0.04%
Marsh & McLennan Companies Inc,MMC,United States,0.04%
Cornerstone Building Brands Inc,CNR,United States,0.04%
Tokyo Electron Ltd,8035,Japan,0.04%
Yonyou Network Technology Co Ltd,600588,China,0.04%
Recruit Holdings Co Ltd,6098,Japan,0.04%
HUYA Inc ADR,HUYA,China,0.04%
Bank of Shanghai Co Ltd A,601229,China,0.04%
HSBC Holdings PLC,HSBA,United Kingdom,0.04%
Hengli Petrochemical Co Ltd,600346,China,0.04%
China Everbright Bank Co Ltd,601818,China,0.04%
Lululemon Athletica Inc,LULU,United States,0.04%
Blackstone Group Inc,BX,United States,0.04%
Sunwoda Electronic Co Ltd,300207,China,0.04%
Cloudera Inc,CLDR,United States,0.04%
FedEx Corp,FDX,United States,0.04%
Appian Corp A,APPN,United States,0.04%
Avalara Inc,AVLR,United States,0.04%
Takeda Pharmaceutical Co Ltd,4502,Japan,0.04%
China Mobile Ltd,00941,China,0.04%
Murata Manufacturing Co Ltd,6981,Japan,0.04%
Rio Tinto PLC,RIO,United Kingdom,0.04%
Booz Allen Hamilton Holding Corp Class A,BAH,United States,0.04%
Intercontinental Exchange Inc,ICE,United States,0.04%
Philip Morris International Inc,PM,United States,0.04%
Paycom Software Inc,PAYC,United States,0.04%
Liberty Broadband Corp C,LBRDK,United States,0.04%
Chubb Ltd,CB,Switzerland,0.04%
VeriSign Inc,VRSN,United States,0.04%
Rexnord Corp,RXN,United States,0.04%
General Motors Co,GM,United States,0.04%
Hangzhou Tigermed Consulting Co Ltd Class A,300347,China,0.04%
Enbridge Inc,ENB,Canada,0.04%
Mitsubishi UFJ Financial Group Inc,8306,Japan,0.04%
Yunnan Baiyao Group Co Ltd,000538,China,0.04%
Bank of Nova Scotia,BNS,Canada,0.04%
Bank Of Beijing Co Ltd,601169,China,0.04%
Weichai Power Co Ltd,000338,China,0.04%
Rongsheng Petro Chemical Co Ltd,002493,China,0.04%
Zillow Group Inc C,Z,United States,0.04%
Bank Of China Ltd,601988,China,0.04%
Deutsche Post AG,DPW,Germany,0.04%
American Superconductor Corp,AMSC,United States,0.04%
Watts Water Technologies Inc A,WTS,United States,0.04%
Norfolk Southern Corp,NSC,United States,0.04%
Edwards Lifesciences Corp,EW,United States,0.04%
MediaTek Inc,2454,Taiwan,0.04%
AECC Aviation Power Co Ltd,600893,China,0.04%
CME Group Inc Class A,CME,United States,0.04%
NXP Semiconductors NV,NXPI,China,0.04%
Progressive Corp,PGR,United States,0.04%
Fuyao Glass Industry Group Co Ltd,600660,China,0.03%
GlaxoSmithKline PLC,GSK,United Kingdom,0.03%
Yelp Inc Class A,YELP,United States,0.03%
China Life Insurance Co Ltd,601628,China,0.03%
Becton, Dickinson and Co,BDX,United States,0.03%
Hon Hai Precision Industry Co Ltd,2317,Taiwan,0.03%
Truist Financial Corp,TFC,United States,0.03%
AIA Group Ltd,01299,Hong Kong,0.03%
KDDI Corp,9433,Japan,0.03%
Sanan Optoelectronics Co Ltd,600703,China,0.03%
NARI Technology Co Ltd,600406,China,0.03%
BAE Systems PLC,BA.,United Kingdom,0.03%
Diageo PLC,DGE,United Kingdom,0.03%
Infineon Technologies AG,IFX,Germany,0.03%
Hoya Corp,7741,Japan,0.03%
Aon PLC,AON,United States,0.03%
Shanghai International Airport Co Ltd,600009,China,0.03%
Shanghai Fosun Pharmaceutical (Group) Co Ltd,600196,China,0.03%
Elastic NV,ESTC,United States,0.03%
PNC Financial Services Group Inc,PNC,United States,0.03%
Anaplan Inc,PLAN,United States,0.03%
U.S. Bancorp,USB,United States,0.03%
Prudential Financial Inc,PRU,United States,0.03%
Leidos Holdings Inc,LDOS,United States,0.03%
Shenzhen Kangtai Biological Products Co Ltd A,300601,China,0.03%
Automatic Data Processing Inc,ADP,United States,0.03%
HubSpot Inc,HUBS,United States,0.03%
Moody's Corporation,MCO,United States,0.03%
TJX Companies Inc,TJX,United States,0.03%
SailPoint Technologies Holdings Inc,SAIL,United States,0.03%
Fast Retailing Co Ltd,9983,Japan,0.03%
Iflytek Co Ltd,002230,China,0.03%
Fanuc Corp,6954,Japan,0.03%
Mineral Resources Ltd,MIN,Australia,0.03%
Everbridge Inc,EVBG,United States,0.03%
China Shenhua Energy Co Ltd,601088,China,0.03%
Carlisle Companies Inc,CSL,United States,0.03%
Henan Shuanghui Investment & Development Co Ltd,000895,China,0.03%
Ubisoft Entertainment,UBI,France,0.03%
F5 Networks Inc,FFIV,United States,0.03%
Valmont Industries Inc,VMI,United States,0.03%
Honda Motor Co Ltd,7267,Japan,0.03%
COSCO SHIPPING Holdings Co Ltd,601919,China,0.03%
Smartsheet Inc Class A,SMAR,United States,0.03%
Beijing Oriental Yuhong Waterproof Technology Co Ltd,002271,China,0.03%
Mango Excellent Media Co Ltd,300413,China,0.03%
China Petroleum & Chemical Corp,600028,China,0.03%
CRRC Corp Ltd,601766,China,0.03%
Giga Device Semiconductor (Beijing) Inc A,603986,China,0.03%
Bank Of Jiangsu Co Ltd A,600919,China,0.03%
Crown Castle International Corp,CCI,United States,0.03%
Glodon Co Ltd,002410,China,0.03%
SS&C Technologies Holdings Inc,SSNC,United States,0.03%
Lumen Technologies Inc Ordinary Shares,LUMN,United States,0.03%
BlackLine Inc,BL,United States,0.03%
Tongcheng-Elong Holdings Ltd,00780,China,0.03%
Dropbox Inc Class A,DBX,United States,0.03%
STMicroelectronics NV,STM,Singapore,0.03%
British American Tobacco PLC,BATS,United Kingdom,0.03%
Brookfield Asset Management Inc Class A,BAM.A,Canada,0.03%
Lam Research Corp,LRCX,United States,0.03%
Baoshan Iron & Steel Co Ltd,600019,China,0.03%
Brazilian real,,,0.03%
Wingtech Technology Co Ltd,600745,China,0.03%
Citrix Systems Inc,CTXS,United States,0.03%
Topchoice Medical Corp,600763,China,0.03%
New Oriental Education & Technology Group Inc ADR,EDU,China,0.03%
China Railway Group Ltd,601390,China,0.03%
Alnylam Pharmaceuticals Inc,ALNY,United States,0.03%
Iberdrola SA,IBE,Spain,0.03%
Jiangsu Hengli Hydraulic Co Ltd,601100,China,0.03%
Baozun Inc ADR,BZUN,China,0.03%
M3 Inc,2413,Japan,0.03%
Xebec Adsorption Inc,XBC,Canada,0.03%
RealPage Inc,RP,United States,0.03%
Biomarin Pharmaceutical Inc,BMRN,United States,0.03%
Juniper Networks Inc,JNPR,United States,0.03%
Fidelity National Information Services Inc,FIS,United States,0.03%
Guangdong Haid Group Co Ltd,002311,China,0.03%
Horizon Therapeutics PLC,HZNP,United States,0.03%
New China Life Insurance Co Ltd A,601336,China,0.03%
Shenwan Hongyuan Group Co Ltd,000166,China,0.03%
Sberbank of Russia PJSC,SBER,Russia,0.03%
Waste Management Inc,WM,United States,0.03%
Five9 Inc,FIVN,United States,0.03%
Humana Inc,HUM,United States,0.03%
Boston Scientific Corp,BSX,United States,0.03%
KLA Corp,KLAC,United States,0.03%
L3Harris Technologies Inc,LHX,United States,0.03%
Equinix Inc,EQIX,United States,0.03%
AppFolio Inc A,APPF,United States,0.03%
EnerSys,ENS,United States,0.03%
Alteryx Inc Class A,AYX,United States,0.03%
Bank Of China Ltd Class H,03988,China,0.03%
Autodesk Inc,ADSK,United States,0.03%
Lens Technology Co Ltd A,300433,China,0.03%
Sherwin-Williams Co,SHW,United States,0.03%
Walvax Biotechnology Co Ltd,300142,China,0.03%
CD Projekt SA,CDR,Poland,0.03%
Unigroup Guoxin Microelectronics Co Ltd,002049,China,0.03%
Digital Turbine Inc,APPS,United States,0.03%
Avic Xian Aircraft Industry Group Co Ltd,000768,China,0.03%
Zhejiang Huayou Cobalt Co Ltd,603799,China,0.03%
New Hope Liuhe Co Ltd,000876,China,0.03%
Eaton Corp PLC,ETN,United States,0.03%
Emerson Electric Co,EMR,United States,0.03%
Micron Technology Inc,MU,United States,0.03%
Evoqua Water Technologies Corp,AQUA,United States,0.03%
RingCentral Inc Class A,RNG,United States,0.03%
Chongqing Changan Automobile Co Ltd,000625,China,0.03%
Vonovia SE,VNA,Germany,0.03%
NetApp Inc,NTAP,United States,0.03%
Altria Group Inc,MO,United States,0.03%
Cleanspark Inc,CLSK,United States,0.03%
Bank of Montreal,BMO,Canada,0.03%
Gazprom PJSC,GAZP,Russia,0.03%
China Securities Co Ltd,601066,China,0.03%
POSCO,005490,South Korea,0.03%
ITOCHU Corp,8001,Japan,0.03%
Royal Dutch Shell PLC Class A,RDSA,United Kingdom,0.03%
Snowflake Inc Ordinary Shares - Class A,SNOW,United States,0.03%
Enel SpA,ENEL,Italy,0.03%
Glu Mobile Inc,GLUU,United States,0.03%
China United Network Communications Ltd,600050,China,0.03%
Johnson Controls International PLC,JCI,United States,0.03%
IDEXX Laboratories Inc,IDXX,United States,0.03%
Nano Dimension Ltd ADR,NNDM,United States,0.03%
GF Securities Co Ltd,000776,China,0.03%
Huayu Automotive Systems Co Ltd,600741,China,0.03%
Carrier Global Corp Ordinary Shares,CARR,United States,0.03%
China Molybdenum Co Ltd Class A,603993,China,0.03%
Target Corp,TGT,United States,0.03%
Fiserv Inc,FISV,United States,0.03%
Incyte Corp,INCY,United States,0.03%
China Merchants Bank Co Ltd Class H,03968,China,0.03%
Canadian Pacific Railway Ltd,CP,Canada,0.03%
Bank Of Nanjing Co Ltd,601009,China,0.03%
Commonwealth Bank of Australia,CBA,Australia,0.03%
Hitachi Ltd,6501,Japan,0.03%
Kao Corp,4452,Japan,0.03%
